service_date,department,payer_type,claims_submitted,claims_denied,claims_approved,gross_revenue,expected_reimbursement,payments_collected,patient_payments,ar_balance,days_in_ar,write_offs,adjustments
2034-04-25,Radiology,Self-Pay,2715,65,2650,4206370,3377763,3324464,226452,1135852,166,151604,93237
2034-04-26,Emergency,Medicaid,1442,204,1238,2357834,1921939,1706275,396376,1032400,117,119824,36462
2034-04-27,Urology,Commercial,2266,183,2083,4914978,4630199,3500996,39254,945518,31,151636,84843
2034-04-28,Urology,Medicaid,3433,473,2960,2481879,2153085,1701293,292417,1467124,76,151646,51693
2034-04-29,Orthopedics,Self-Pay,3859,283,3576,4817129,4370120,4134991,182890,2220324,5,178097,50590
2034-04-30,Pulmonology,Employer Plan,3378,202,3176,2317895,2047030,1813059,263810,1341702,7,166990,57476
2034-05-01,Cardiology,Employer Plan,1874,104,1770,3011143,2677352,2292022,427409,167386,45,127997,42120
2034-05-02,Orthopedics,Employer Plan,913,78,835,1022248,945860,901041,156591,2456183,51,94536,4425
2034-05-03,Orthopedics,Commercial,1541,180,1361,4125069,3448802,2675629,254329,2249343,96,68921,65130
2034-05-04,Urology,Medicaid,2678,263,2415,2596324,2236143,1808339,154801,1983109,110,80430,33270
2034-05-05,Radiology,Medicaid,2235,225,2010,4927972,4298585,4124737,417787,2562838,86,189305,7422
2034-05-06,Urology,Commercial,2858,111,2747,2675779,2432403,1961618,91720,528126,64,30283,15876
2034-05-07,Cardiology,Employer Plan,2705,262,2443,1719453,1663034,1497301,47541,247582,133,138240,13756
2034-05-08,Pulmonology,Employer Plan,3843,185,3658,4567590,4130077,3879611,318468,1423732,179,172976,59965
2034-05-09,Urology,Medicaid,3691,451,3240,3364032,3227040,2731367,280176,2610251,65,93144,4815
2034-05-10,Neurology,Commercial,2695,120,2575,3256050,2615062,2076672,358039,1493047,162,188893,24759
2034-05-11,Emergency,Employer Plan,2953,174,2779,1401897,1170894,1108057,344420,2734400,66,31575,81664
2034-05-12,Cardiology,Medicaid,749,23,726,3763248,3083834,2392396,165165,2048377,77,79653,35308
2034-05-13,Urology,Commercial,1903,261,1642,2301113,2020402,1894495,414029,2191956,159,172777,28633
2034-05-14,Emergency,Commercial,536,26,510,2854747,2477314,2328613,88069,1770167,116,103771,3954
2034-05-15,Neurology,Medicaid,2363,75,2288,1425537,1194518,975213,171326,1400766,36,79150,69299
2034-05-16,Neurology,Commercial,1398,75,1323,2128631,2052114,1557460,428294,2097649,65,199022,77741
2034-05-17,Oncology,Medicare,2160,153,2007,4274091,3928720,3280478,132873,2600805,27,113668,47551
2034-05-18,Pulmonology,Commercial,975,43,932,2943668,2699619,2138168,336565,1064020,64,144822,85246
2034-05-19,Pulmonology,Employer Plan,2918,237,2681,1614133,1546985,1430971,303959,131102,158,119313,26720
2034-05-20,Oncology,Self-Pay,2701,400,2301,4395017,4051459,3691301,420019,1579931,37,42211,86576
2034-05-21,Pulmonology,Medicare,1950,283,1667,3377605,3200903,2549654,272220,2202160,20,129122,17859
2034-05-22,Orthopedics,Commercial,3246,134,3112,1239537,1176845,1013560,262901,324110,173,144180,90902
2034-05-23,Urology,Employer Plan,1336,153,1183,1501490,1214795,1120104,341665,1611223,7,155174,11740
2034-05-24,Emergency,Self-Pay,2258,113,2145,3806908,3350659,2735019,263278,2022776,147,5673,86212
2034-05-25,Orthopedics,Commercial,3911,563,3348,2261364,1850891,1631625,125222,1341915,20,123827,73222
2034-05-26,Emergency,Employer Plan,2275,168,2107,1448765,1298112,987676,100641,738705,98,99201,3242
2034-05-27,Radiology,Self-Pay,3435,238,3197,891649,749561,635694,36887,1503580,138,130124,21673
2034-05-28,Cardiology,Self-Pay,2249,332,1917,3530995,3375321,2737978,71582,288742,10,108102,229
2034-05-29,Orthopedics,Employer Plan,2604,227,2377,4746501,4287521,3604890,115457,2613988,23,86490,79510
2034-05-30,Cardiology,Medicare,3611,151,3460,1309958,1217231,914536,289825,2334631,47,65718,56969
2034-05-31,Orthopedics,Medicaid,3469,330,3139,3047898,2582395,2329009,423318,1011597,113,142842,14699
2034-06-01,Oncology,Commercial,3393,390,3003,1548223,1407104,1325440,488984,372588,94,146502,68967
2034-06-02,Emergency,Commercial,2150,238,1912,4619791,3946717,3667624,198807,1432568,19,160426,71427
2034-06-03,Urology,Medicare,1726,201,1525,1882282,1566364,1482192,76313,1583118,70,52131,73912
2034-06-04,Neurology,Employer Plan,1806,214,1592,1417609,1142602,1077171,63349,1872154,81,186923,38222
2034-06-05,Radiology,Self-Pay,1009,143,866,3238011,2741192,2642858,492621,980071,96,35264,24854
2034-06-06,Oncology,Commercial,1395,135,1260,3161563,2559123,2053835,171539,2587974,2,51218,95738
2034-06-07,Oncology,Medicaid,3462,309,3153,4552123,4194106,3714681,166331,1848324,3,156554,6984
2034-06-08,Neurology,Medicaid,3506,434,3072,1031892,907934,875826,409546,1930618,20,70472,64312
2034-06-09,Pulmonology,Medicare,2049,63,1986,3065407,2758466,2286932,252166,1095041,73,112839,13658
2034-06-10,Radiology,Commercial,961,65,896,3715080,3323683,2642270,483505,820816,48,122889,45744
2034-06-11,Orthopedics,Self-Pay,1530,154,1376,3022195,2813952,2205010,465486,707726,131,126208,99196
2034-06-12,Oncology,Commercial,1003,73,930,2567519,2314664,2167038,36019,629821,123,36036,65569
2034-06-13,Pulmonology,Self-Pay,2994,343,2651,4636937,4453765,3740558,399951,2725173,56,124384,91378
2034-06-14,Radiology,Medicare,1346,122,1224,3788129,3309055,3178163,200216,2743692,140,41265,75876
2034-06-15,Neurology,Commercial,913,106,807,1311080,1123785,1043395,138588,2975562,121,18730,21503
2034-06-16,Oncology,Self-Pay,3652,445,3207,2286271,2159583,1945869,50693,2236854,32,52622,1116
2034-06-17,Cardiology,Commercial,1093,93,1000,599534,520880,458615,211821,726959,147,130606,44019
2034-06-18,Pulmonology,Commercial,2451,284,2167,4802767,4446137,3686295,344379,1098890,56,77499,97607
2034-06-19,Cardiology,Self-Pay,1357,57,1300,1391185,1188886,1102458,310703,1014386,33,86968,60769
2034-06-20,Cardiology,Self-Pay,2116,144,1972,910144,821862,692495,297559,2401098,139,143309,37872
2034-06-21,Urology,Commercial,3301,397,2904,572257,487174,414269,261152,877743,58,59908,35307
2034-06-22,Emergency,Self-Pay,2383,53,2330,3962345,3811060,2874981,194541,972711,144,142531,79074
2034-06-23,Pulmonology,Self-Pay,3420,181,3239,3739510,3404692,2847573,76549,2800108,143,199535,98766
2034-06-24,Urology,Medicaid,1480,93,1387,3604253,3443879,2700800,75812,2220700,158,72108,30952
2034-06-25,Orthopedics,Employer Plan,3480,459,3021,4772899,3965395,3503071,360682,1644541,110,79110,44087
2034-06-26,Urology,Medicaid,2782,98,2684,2114099,1889576,1572093,372140,2580528,3,150815,99409
2034-06-27,Radiology,Commercial,1426,70,1356,1069672,956086,922369,100129,401170,164,21913,74525
2034-06-28,Neurology,Commercial,1210,96,1114,4233146,3392220,3132839,347779,281418,141,129,25042
2034-06-29,Oncology,Medicare,2447,183,2264,1015211,898209,795760,324337,304413,165,7618,53880
2034-06-30,Radiology,Commercial,3228,247,2981,743495,629891,523379,126732,1930522,153,12887,4006
2034-07-01,Pulmonology,Medicaid,795,51,744,4497585,4083359,3802877,488915,2547486,18,50595,76539
2034-07-02,Neurology,Employer Plan,831,25,806,1812653,1727656,1456621,66645,2912012,52,187274,28946
2034-07-03,Neurology,Employer Plan,1460,114,1346,1050369,977477,963943,425692,2376696,54,34981,13522
2034-07-04,Cardiology,Medicaid,1696,106,1590,1283918,1095356,937753,160212,1780651,39,14179,44300
2034-07-05,Oncology,Medicaid,2557,290,2267,2139246,1894973,1827125,106915,1922427,51,42745,16937
2034-07-06,Orthopedics,Medicare,1087,159,928,4809975,4270354,3728995,193216,2307179,22,184432,55181
2034-07-07,Emergency,Commercial,1350,135,1215,1517438,1273253,1068604,481037,1191634,42,2976,48931
2034-07-08,Radiology,Medicaid,3707,381,3326,3223835,2930423,2796973,323359,1040573,76,198050,14945
2034-07-09,Orthopedics,Employer Plan,3196,85,3111,2735083,2289518,1964599,432122,2617128,88,44384,60168
2034-07-10,Emergency,Medicaid,1731,177,1554,2266895,2079280,1955253,348297,397106,19,60829,33018
2034-07-11,Emergency,Commercial,2856,221,2635,534591,462556,367641,68519,2643582,11,41037,98583
2034-07-12,Emergency,Commercial,3342,119,3223,3402666,3256181,2565596,44535,418919,26,129315,52764
2034-07-13,Urology,Medicare,958,132,826,2566534,2097408,1841932,197629,2460165,165,172988,24951
2034-07-14,Pulmonology,Medicare,3518,279,3239,3378642,3028914,2283670,229878,2338396,7,136431,26276
2034-07-15,Radiology,Self-Pay,527,75,452,2685697,2515580,2385058,284463,1488312,116,62327,10299
2034-07-16,Urology,Employer Plan,849,100,749,4940293,3998154,3465619,369924,239144,42,177843,77092
2034-07-17,Pulmonology,Commercial,1383,135,1248,4562619,3706796,3314976,62522,1897650,33,91504,71696
2034-07-18,Oncology,Commercial,3531,509,3022,976854,899530,804068,190810,2378032,148,99247,14104
2034-07-19,Oncology,Commercial,796,25,771,1422699,1347000,1108736,11178,2794785,134,127784,55590
2034-07-20,Orthopedics,Medicare,2765,226,2539,2525011,2441370,2157329,214421,189057,38,194922,8375
2034-07-21,Oncology,Medicaid,3590,318,3272,3988142,3499321,2688280,472397,173941,114,158544,1011
2034-07-22,Oncology,Self-Pay,1630,116,1514,2480481,2269774,2232999,464565,2351951,20,124660,49560
2034-07-23,Urology,Medicaid,2528,311,2217,424938,357252,343696,405817,422718,153,120410,23474
2034-07-24,Oncology,Self-Pay,3714,211,3503,4157400,3377403,2921328,261587,2461543,120,112487,2985
2034-07-25,Emergency,Self-Pay,2175,116,2059,2914884,2575586,2010673,250558,1230403,100,32185,95471
2034-07-26,Urology,Commercial,2638,80,2558,1101562,999446,928410,428764,441144,36,166612,12204
2034-07-27,Orthopedics,Employer Plan,3809,446,3363,1810558,1743727,1699770,426148,1851046,177,189809,17148
2034-07-28,Oncology,Self-Pay,1041,68,973,1132071,1089212,1043056,103549,2345892,81,165554,78992
2034-07-29,Cardiology,Employer Plan,2839,111,2728,3094264,2689005,2094419,122177,861037,142,108343,77503
2034-07-30,Pulmonology,Employer Plan,2194,195,1999,4456551,4091429,3453376,481931,2867091,25,17052,21559
2034-07-31,Emergency,Commercial,3438,487,2951,467537,420306,377923,447973,2805474,124,160939,20218
2034-08-01,Emergency,Commercial,1035,151,884,332714,299490,282741,251388,1907907,178,15127,68332
2034-08-02,Radiology,Commercial,3913,206,3707,2746337,2460949,2001952,345019,651961,132,72909,1522
2034-08-03,Neurology,Commercial,3561,263,3298,1936022,1839422,1561675,392432,1708309,165,136837,12792
2034-08-04,Oncology,Medicaid,2353,105,2248,2803922,2678178,2066065,346073,2458666,42,141366,85137
2034-08-05,Urology,Self-Pay,3652,307,3345,1052608,860898,831493,303529,709123,65,47127,48542
2034-08-06,Neurology,Employer Plan,2020,192,1828,2578683,2157701,1862785,138914,182817,156,124399,55801
2034-08-07,Orthopedics,Medicare,1143,88,1055,745997,617303,533276,446029,583223,66,106382,94120
2034-08-08,Oncology,Medicaid,2006,169,1837,1485077,1292857,1122016,49130,2647764,123,35773,45331
2034-08-09,Radiology,Medicare,2894,307,2587,3473745,3051048,2401216,234170,181252,53,67899,95829
2034-08-10,Oncology,Medicaid,1877,126,1751,2308219,2186902,1974972,44344,1324028,178,54508,24224
2034-08-11,Urology,Employer Plan,1438,178,1260,1450348,1270040,1182529,491309,114561,115,197019,27828
2034-08-12,Pulmonology,Medicare,971,118,853,1563608,1509382,1386500,359402,2021228,93,142097,1152
2034-08-13,Pulmonology,Self-Pay,1757,78,1679,3079927,2532362,2072623,198279,846938,112,33151,68399
2034-08-14,Pulmonology,Commercial,2589,198,2391,1893629,1634689,1299245,149610,823018,90,169895,95120
2034-08-15,Oncology,Medicare,3970,560,3410,1105046,905142,820645,295049,2354217,66,166790,36017
2034-08-16,Urology,Commercial,3217,118,3099,3720861,3465089,3054705,173055,1494855,83,146073,85448
2034-08-17,Oncology,Self-Pay,958,23,935,958873,845655,733489,137602,1730850,55,52306,67711
2034-08-18,Emergency,Medicare,3058,317,2741,4833897,4227614,3990357,331106,476285,151,10563,51571
2034-08-19,Cardiology,Commercial,2045,207,1838,4582385,4043078,3156725,187920,2516946,35,124328,19926
2034-08-20,Pulmonology,Employer Plan,2794,234,2560,4062098,3911828,3309559,31857,2018862,70,38639,13130
2034-08-21,Emergency,Self-Pay,811,110,701,3444644,3249729,2740099,140074,987704,128,98083,50102
2034-08-22,Emergency,Medicaid,3151,306,2845,4109987,3327878,2837307,76904,2613235,137,179619,54735
2034-08-23,Neurology,Commercial,826,83,743,1255305,1038205,1000662,420978,2279088,141,137971,53680
2034-08-24,Emergency,Medicare,1782,229,1553,1544573,1312545,1263225,40797,927029,8,93384,3525
2034-08-25,Oncology,Medicare,2886,69,2817,2204911,1872502,1777674,412483,593098,83,98358,1527
2034-08-26,Orthopedics,Medicaid,1378,156,1222,3607918,2970867,2757346,36221,2366635,173,8767,8568
2034-08-27,Neurology,Self-Pay,1728,54,1674,2393413,1970124,1836155,463375,233768,96,196986,900
2034-08-28,Oncology,Medicare,2086,145,1941,4998399,4834576,4428353,204003,317411,31,7841,26416
2034-08-29,Neurology,Medicare,810,70,740,952231,863984,805821,82193,1231538,31,155650,77520
2034-08-30,Oncology,Employer Plan,3316,363,2953,3378110,2789684,2182633,78972,1156737,113,2946,25676
2034-08-31,Urology,Self-Pay,1019,29,990,4959444,4718078,4318342,318314,2833564,143,198714,54399
2034-09-01,Urology,Medicare,1658,203,1455,616721,526608,431866,193798,2776643,98,133741,36517
2034-09-02,Cardiology,Employer Plan,3571,380,3191,4080988,3674757,3250383,123016,961234,155,9483,95624
2034-09-03,Cardiology,Medicare,3930,163,3767,2322771,1877952,1467385,360491,736137,105,14302,26511
2034-09-04,Orthopedics,Employer Plan,2939,301,2638,4508086,4314258,3279839,350170,2068695,60,127369,71739
2034-09-05,Orthopedics,Medicare,1697,191,1506,1622582,1492520,1196245,328467,1709820,64,24904,17201
2034-09-06,Oncology,Medicaid,628,51,577,402108,361393,309505,317523,2453271,22,90850,85666
2034-09-07,Radiology,Commercial,1589,122,1467,1264184,1108304,909069,482399,698150,68,129233,23918
2034-09-08,Orthopedics,Self-Pay,2129,257,1872,4274789,4127974,3880068,388664,1627158,7,93152,2702
2034-09-09,Pulmonology,Employer Plan,3638,477,3161,1840867,1733510,1530838,414329,1591479,93,48048,28237
2034-09-10,Cardiology,Employer Plan,1966,42,1924,1441678,1359782,1177164,264070,1134309,147,7748,982
2034-09-11,Neurology,Employer Plan,2047,57,1990,1848744,1479598,1405114,461139,109103,48,78566,29336
2034-09-12,Urology,Self-Pay,1938,251,1687,2544214,2071611,1883769,283553,893265,69,104088,28725
2034-09-13,Oncology,Employer Plan,1446,204,1242,2228581,1952985,1929318,405903,1342311,142,4555,77959
2034-09-14,Radiology,Commercial,1464,112,1352,4355450,4091112,3589530,133198,1081644,143,111061,57114
2034-09-15,Neurology,Commercial,3717,336,3381,2721853,2519283,2031555,311462,634263,87,81898,4696
2034-09-16,Urology,Self-Pay,842,28,814,3163570,2636972,2393287,10134,1812672,117,25406,74298
2034-09-17,Emergency,Self-Pay,1786,103,1683,4959845,4086398,3634091,390970,347882,23,52561,50911
2034-09-18,Radiology,Commercial,2209,248,1961,1453481,1387390,1174935,199015,718924,69,2614,61840
2034-09-19,Emergency,Commercial,1026,85,941,3254121,2650920,2034933,436843,995559,166,72987,52118
2034-09-20,Cardiology,Medicare,3786,476,3310,3406226,3186775,2861592,406171,445306,139,6025,61352
2034-09-21,Radiology,Medicaid,2059,115,1944,4117818,3482979,3365911,139389,1916684,40,16593,84975
2034-09-22,Oncology,Medicaid,2068,156,1912,4772829,4549750,3767733,258883,1168016,21,140116,14053
2034-09-23,Oncology,Commercial,1059,133,926,3921773,3451395,3307366,493976,1259270,150,132714,73621
2034-09-24,Neurology,Commercial,1361,177,1184,3392077,2874506,2446542,269294,980725,17,34114,89410
2034-09-25,Emergency,Commercial,1130,84,1046,1034780,913605,774311,369835,1047359,62,85993,65413
2034-09-26,Pulmonology,Medicare,3157,251,2906,4745159,4433074,3759104,90483,2068542,15,74934,49379
2034-09-27,Emergency,Medicare,3964,201,3763,3260017,2671534,2474639,80659,650953,61,144500,9083
2034-09-28,Radiology,Employer Plan,3346,252,3094,2815210,2608173,2109727,320698,2887920,38,131644,39689
2034-09-29,Orthopedics,Commercial,563,47,516,980931,867769,694345,216099,2333974,132,11230,29591
2034-09-30,Radiology,Medicare,2482,148,2334,2462267,2369388,1785804,40523,1437573,35,61183,22383
2034-10-01,Oncology,Self-Pay,2283,82,2201,1239408,1131177,935254,268681,1382555,137,182079,81650
2034-10-02,Pulmonology,Self-Pay,3444,231,3213,2446250,2145715,1894893,250685,1121928,114,81470,42143
2034-10-03,Neurology,Self-Pay,3540,349,3191,3548265,3305743,2751460,156435,850496,42,109791,11103
2034-10-04,Radiology,Employer Plan,1044,40,1004,4521457,4273299,3977240,219810,1042951,19,153972,91497
2034-10-05,Oncology,Employer Plan,1110,143,967,694538,657211,586374,263541,1927612,41,33069,21955
2034-10-06,Neurology,Employer Plan,1370,124,1246,2067519,2001200,1691716,245022,896899,12,9475,40190
2034-10-07,Orthopedics,Employer Plan,3308,202,3106,618963,529840,423740,103161,1027305,106,7250,61569
2034-10-08,Oncology,Employer Plan,1486,123,1363,618013,597318,546059,352568,584825,158,79079,25152
2034-10-09,Cardiology,Medicare,892,43,849,2999683,2694898,2659664,315566,1263574,34,85915,37960
2034-10-10,Orthopedics,Medicaid,2151,126,2025,4479120,4172529,3205378,125155,111938,9,84329,9181
2034-10-11,Oncology,Medicare,2416,108,2308,4777375,3916138,3100998,404046,1415918,84,78385,9675
2034-10-12,Oncology,Medicaid,1833,146,1687,4404658,4054584,3761070,308137,2190668,137,23671,75915
2034-10-13,Pulmonology,Employer Plan,1116,74,1042,826998,737454,669245,333755,2203772,43,106772,47069
2034-10-14,Orthopedics,Self-Pay,3434,223,3211,4369966,3806192,3344480,428198,2661215,31,20249,35962
2034-10-15,Pulmonology,Medicaid,1150,156,994,3295282,3066110,2497090,98552,2531039,17,62241,4205
2034-10-16,Neurology,Commercial,813,47,766,2181590,1764677,1721312,170072,163934,95,45303,42178
2034-10-17,Radiology,Self-Pay,3602,165,3437,4172098,4006796,3616289,177927,519036,149,149680,51853
2034-10-18,Orthopedics,Commercial,737,29,708,2866014,2762059,2186254,25943,2471995,77,109654,42700
2034-10-19,Pulmonology,Self-Pay,670,14,656,2693129,2270719,1767937,387870,105409,65,106212,37828
2034-10-20,Cardiology,Self-Pay,2452,150,2302,1877639,1780690,1668742,181712,435297,73,75208,76592
2034-10-21,Neurology,Medicare,2448,252,2196,509655,448616,398752,231133,1543733,170,13699,80795
2034-10-22,Pulmonology,Employer Plan,2550,265,2285,4355653,4129805,3246750,25340,872259,58,192374,48882
2034-10-23,Oncology,Medicaid,3371,501,2870,2251635,2070517,1698504,253451,2606361,78,38774,14074
2034-10-24,Radiology,Commercial,2472,344,2128,359574,341550,272358,330317,2059744,74,171054,31531
2034-10-25,Neurology,Self-Pay,2798,107,2691,2627267,2293027,2019531,352775,2283553,132,95058,59426
2034-10-26,Cardiology,Medicaid,2893,377,2516,3675382,3526975,2902190,402550,2127563,90,123644,30336
2034-10-27,Urology,Employer Plan,1460,46,1414,4803371,3908868,3810415,300072,1109665,165,6034,61030
2034-10-28,Orthopedics,Self-Pay,875,66,809,4902270,4195901,3875587,76708,64799,22,160843,57869
2034-10-29,Oncology,Self-Pay,2690,229,2461,408591,380190,307163,174305,590342,140,35041,81056
2034-10-30,Radiology,Self-Pay,1399,199,1200,4969481,4128827,3354599,212747,480000,54,189054,64200
2034-10-31,Neurology,Medicaid,1087,102,985,1681360,1616655,1411108,201502,2371923,72,163848,62570
2034-11-01,Oncology,Medicaid,969,120,849,1641386,1415933,1126028,273096,1430755,161,153140,48635
2034-11-02,Cardiology,Medicaid,2123,310,1813,4292363,3870870,3054899,175471,811291,174,12890,10514
2034-11-03,Pulmonology,Commercial,2196,279,1917,520120,434631,351587,401468,490168,41,68004,77204
2034-11-04,Neurology,Employer Plan,3652,178,3474,3959690,3697326,3553562,98488,1382022,53,194921,97076
2034-11-05,Radiology,Medicare,3338,159,3179,1583350,1507751,1341414,104849,1474396,101,10350,64830
2034-11-06,Radiology,Medicaid,1998,125,1873,4534913,3983373,3870971,243536,2940095,67,196735,17408
2034-11-07,Radiology,Medicaid,2384,313,2071,3309725,3135412,2398596,490997,746189,122,123949,27813
2034-11-08,Neurology,Medicare,3138,335,2803,365351,333273,263338,302068,1005781,120,13000,85590
2034-11-09,Radiology,Employer Plan,2162,161,2001,1366646,1101707,928175,63608,2389335,129,125269,32425
2034-11-10,Cardiology,Medicare,3292,203,3089,4739677,3989936,3353878,436238,2966436,26,185822,6571
2034-11-11,Radiology,Self-Pay,2504,162,2342,2523989,2367666,2131549,11889,426972,143,146025,5586
2034-11-12,Radiology,Medicaid,2543,255,2288,3278630,3108400,2576543,47151,2589885,123,36662,53344
2034-11-13,Cardiology,Medicaid,1954,40,1914,2056964,1753485,1401157,95101,298053,130,55944,10594
2034-11-14,Neurology,Employer Plan,1457,60,1397,3335044,3189514,2405089,401281,2145633,97,10050,60304
2034-11-15,Neurology,Self-Pay,1457,181,1276,1213363,974845,941345,230358,1187547,68,196929,25421
2034-11-16,Urology,Self-Pay,1759,73,1686,1449506,1297774,1003791,217651,2783526,19,86958,46402
2034-11-17,Urology,Medicare,1740,224,1516,1196062,1149712,920458,169870,2273265,94,96463,24452
2034-11-18,Urology,Medicaid,2798,173,2625,799265,701254,650599,392081,1817556,77,74419,67444
2034-11-19,Neurology,Medicare,1757,255,1502,3227532,2745789,2706703,77680,722995,78,134160,67357
2034-11-20,Neurology,Medicare,2014,86,1928,2533873,2031034,1784930,103069,834017,61,40830,80666
2034-11-21,Pulmonology,Medicaid,2491,63,2428,2698753,2408494,2014805,344207,2420650,65,28431,52958
2034-11-22,Oncology,Medicaid,3995,503,3492,703240,605376,485202,495792,480476,22,75654,64474
2034-11-23,Neurology,Self-Pay,2662,141,2521,1005434,849966,637775,45340,2957324,156,193211,38187
2034-11-24,Oncology,Employer Plan,3534,125,3409,3168186,2904078,2469444,454472,489365,104,75629,97193
2034-11-25,Radiology,Medicare,2701,366,2335,4722282,4040857,3238049,349833,2400754,134,90227,25498
2034-11-26,Urology,Self-Pay,1889,200,1689,4253962,3911493,3194305,226353,1126226,161,113068,57793
2034-11-27,Orthopedics,Medicare,2726,68,2658,3511221,3296122,2506274,159245,723817,161,27344,50772
2034-11-28,Urology,Commercial,1271,50,1221,1525180,1260912,948198,224209,96876,59,11718,17224
2034-11-29,Radiology,Medicare,3615,420,3195,3078605,2874754,2758804,77820,1236210,74,77545,58065
2034-11-30,Pulmonology,Employer Plan,3728,504,3224,4011075,3560477,3198533,367191,640296,143,154721,85502
2034-12-01,Urology,Medicaid,2460,203,2257,3189993,2747699,2131906,85922,62893,111,188067,45425
2034-12-02,Emergency,Medicare,1456,211,1245,4358903,3585480,3024535,116048,2434978,120,106179,48804
2034-12-03,Urology,Medicare,3626,269,3357,869102,802752,625084,38843,1777424,151,77535,31996
2034-12-04,Cardiology,Employer Plan,2671,378,2293,1518541,1333822,1088429,237576,1931200,76,179665,41219
2034-12-05,Oncology,Employer Plan,1329,81,1248,2468406,2150705,1761081,481593,1707613,76,121753,21890
2034-12-06,Pulmonology,Medicare,2980,261,2719,369985,332490,321183,394510,444651,146,163761,84476
2034-12-07,Cardiology,Self-Pay,1245,30,1215,4255303,3580227,3195329,61987,2730950,55,52154,30379
2034-12-08,Cardiology,Employer Plan,2109,237,1872,4201592,3700689,2882229,82453,2116809,143,97541,44974
2034-12-09,Radiology,Employer Plan,1716,178,1538,4575587,4074354,3269859,445345,1124457,150,188714,68714
2034-12-10,Cardiology,Medicaid,3747,228,3519,4403910,4265471,4218456,22885,884627,110,34389,84925
2034-12-11,Urology,Medicaid,2947,74,2873,2109671,1943959,1719268,302318,1600386,152,42152,88306
2034-12-12,Radiology,Self-Pay,1281,180,1101,4827482,4061611,3488074,496190,2931280,175,110861,66069
2034-12-13,Emergency,Employer Plan,2214,174,2040,3890266,3237265,2913348,51553,2367606,127,199023,48656
2034-12-14,Urology,Self-Pay,3010,285,2725,3814305,3647507,2911122,188133,1943386,32,197756,32553
2034-12-15,Radiology,Medicaid,3505,245,3260,2059675,1848606,1414800,102106,236631,61,135733,24246
2034-12-16,Pulmonology,Medicare,3728,261,3467,3666481,3094316,2769463,105514,2108673,136,9875,88331
2034-12-17,Oncology,Medicaid,2647,120,2527,2634920,2122644,1674253,324919,1510772,169,114949,98468
2034-12-18,Orthopedics,Medicaid,3157,266,2891,2457187,2375104,2244333,407869,1525929,140,53353,49365
2034-12-19,Neurology,Commercial,2231,304,1927,431652,356907,273708,279827,2807959,81,62039,92397
2034-12-20,Oncology,Commercial,2895,429,2466,3387530,3285588,3169060,154380,1408588,165,49687,59212
2034-12-21,Emergency,Medicare,3400,406,2994,2045814,1931456,1757409,125331,402807,26,98203,39877
2034-12-22,Orthopedics,Employer Plan,3130,461,2669,1872606,1533167,1420741,499040,2198412,66,92028,10111
2034-12-23,Orthopedics,Self-Pay,3247,329,2918,1939526,1789430,1393795,70368,2660292,86,165053,15618
2034-12-24,Orthopedics,Self-Pay,677,30,647,358825,314359,236137,346427,541301,151,157949,63671
2034-12-25,Orthopedics,Self-Pay,1562,207,1355,3576632,2865224,2192023,447435,1666885,165,93442,56510
2034-12-26,Orthopedics,Employer Plan,1830,239,1591,3138748,2611009,2025892,110675,120924,158,65668,12759
2034-12-27,Neurology,Commercial,594,47,547,4416281,3770994,3661420,355176,2836304,76,121970,91900
2034-12-28,Neurology,Self-Pay,3331,322,3009,4575417,4352985,4075234,263453,2174954,179,170250,18594
2034-12-29,Oncology,Self-Pay,1616,146,1470,2865178,2343254,2075776,140356,2992990,165,50438,76383
2034-12-30,Cardiology,Medicare,2433,240,2193,2747598,2326366,2148609,39749,253605,106,144366,18036
2034-12-31,Neurology,Medicaid,3372,387,2985,1919824,1585877,1411639,436433,2313784,147,97478,48530
2035-01-01,Cardiology,Employer Plan,2241,253,1988,4493855,4285035,4128765,417527,1788795,126,172607,16621
2035-01-02,Urology,Medicare,1956,246,1710,1647988,1594590,1320613,490766,595876,156,11097,22032
2035-01-03,Emergency,Employer Plan,1298,53,1245,1583066,1510365,1279085,495753,2444972,86,5151,77
2035-01-04,Pulmonology,Medicare,1755,159,1596,1271900,1067452,1055975,269875,1535781,151,109936,43311
2035-01-05,Oncology,Medicaid,1207,41,1166,4402422,3953708,3440938,239051,2115993,39,136,14522
2035-01-06,Oncology,Self-Pay,3135,344,2791,555493,499528,449005,347571,2878502,109,182416,28413
2035-01-07,Orthopedics,Medicaid,671,86,585,336045,278450,245582,199821,1650012,16,160725,15213
2035-01-08,Pulmonology,Employer Plan,3616,388,3228,658632,557056,536635,136413,2283881,44,1956,40200
2035-01-09,Emergency,Medicaid,1447,144,1303,3715333,3074565,2399657,106371,688307,110,176136,98849
2035-01-10,Urology,Medicare,2642,156,2486,1569768,1348918,1186175,221635,1762631,73,175353,11026
2035-01-11,Orthopedics,Commercial,1631,221,1410,2144715,1896933,1485909,248694,1936932,153,180673,36897
2035-01-12,Orthopedics,Medicare,564,41,523,3082862,2925216,2777569,403391,2052303,101,134942,67465
2035-01-13,Urology,Medicaid,1577,227,1350,934302,784437,705935,418021,2805618,39,9587,35741
2035-01-14,Neurology,Employer Plan,3688,538,3150,2363935,2015212,1522834,101936,354887,34,48803,100
